id,name,streetAddress,city,state,zipCode,telephone,website,priceRange,category,ratingValue,neighborhood,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Good For,Parking,Attire,Ambience,Alcohol,Outdoor Seating,Wi-Fi,Waiter Service,Caters
6048,cazadores mexican restaurant,927 Rittiman Rd,San Antonio,TX,78209,(210) 824-0175,,$,Mexican,4.0,Wilshire Terrace,No,No,Yes,Yes,Breakfast,Private Lot,Casual,Casual,Full Bar,No,Free,Yes,No
6049,fruit mix,7007 Bandera Rd Ste 14,San Antonio,TX,78238,(210) 451-1410,,$,Juice Bars & Smoothies;Salad,5.0,,No,No,Yes,Yes,,,Casual,,No,Yes,No,,
6050,alamo cafe,14250 San Pedro Ave,San Antonio,TX,78232,(210) 495-2233,alamocafe.com,$$,Tex-Mex;Mexican,3.5,,Yes,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
6051,mj china bistro,10103 Huebner Rd,San Antonio,TX,78240,(210) 265-5800,mjchinabistro.com,$$,Chinese,3.5,,Yes,Yes,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Trendy,Beer & Wine Only,Yes,No,Yes,No
6052,el jarro de arturo mexican restaurant and catering,13421 San Pedro Ave,San Antonio,TX,78216,(210) 494-5084,eljarro.com,$$,Mexican,3.0,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
6053,el chivito tortas ahogadas,204 Crossroads Blvd,San Antonio,TX,78210,(210) 369-9638,ahogadaselchivito.com,$,Mexican,4.5,,No,No,Yes,Yes,,,Casual,Divey,No,Yes,No,Yes,Yes
6054,mad pecker brewing company,6025 Tezel Rd Ste 122,San Antonio,TX,78250,,madpeckerbrewing.com,$,American (New);Breweries,4.5,,No,No,No,Yes,,,Casual,,,No,,,
6055,bar salona,Riverwalk Plaza Hotel & Suites 100 Villita St,San Antonio,TX,78205,(210) 225-1234,riverwalkplaza.com/dining-en.…,$,Bars;American (New),3.0,Downtown,Yes,No,Yes,Yes,,Garage; Street,Casual,,Full Bar,No,Free,Yes,Yes
6056,capparelli’s restaurant,2923 Thousand Oaks Dr,San Antonio,TX,78247,(210) 495-6871,,$$,Italian,3.5,,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
6057,la michelada grill   mexican restaurant,2623 Rockgate Dr,San Antonio,TX,78227,(210) 673-4444,,$,American (New);Seafood;Mexican,4.0,,No,No,Yes,Yes,Breakfast; Brunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
6058,zoes kitchen,17603 La Cantera Pkwy Ste 112 Bldg 100,San Antonio,TX,78257,(210) 558-3450,zoeskitchen.com,$$,Southern;Greek;American (New),4.0,,No,No,Yes,Yes,Brunch,,Casual,,No,Yes,No,,Yes
6059,golden kirin,4400 Fredericksburg Rd Ste 122,San Antonio,TX,78201,(210) 736-1768,,$,Chinese,3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,Yes,No
6060,cedar’s cafe,7121 W US Hwy 90,San Antonio,TX,78227,(210) 674-3300,,$$,Middle Eastern,4.5,,No,No,Yes,Yes,,,Casual,,No,,No,,
6061,bite,1012 S Presa St,San Antonio,TX,78210,(210) 532-2551,biterestaurantsa.com,$$,French;American (New);Wine Bars,4.0,Southtown; Lavaca; Downtown,Yes,No,Yes,Yes,Brunch,Street,Casual,Romantic,Full Bar,Yes,Free,Yes,Yes
6062,rocky’s taco house,1302 Cupples Rd,San Antonio,TX,78226,(210) 433-2931,,$,Mexican,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,,No,No,No,Yes,
6063,la marginal,2447 Nacogdoches Rd,San Antonio,TX,78217,(210) 804-2242,lamarginalrestaurant.com,$$,Puerto Rican,4.0,,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,No,No,Yes,Yes
6064,dallah mediterranean cuisine,5450 Babcock Rd Ste 112,San Antonio,TX,78240,(210) 233-9574,,$$,Mediterranean,5.0,,Yes,Yes,Yes,Yes,,,Casual,,No,Yes,,Yes,
6065,sapporo,5638 Hausman Rd,San Antonio,TX,78249,(210) 314-4423,sapporosanantonio.com/home.ht…,$$,Sushi Bars;Japanese;Korean,3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,Free,Yes,No
6066,royal inn oriental cuisine,5440 Babcock Rd Ste 150,San Antonio,TX,78240,(210) 691-0602,,$,Chinese,4.0,,Yes,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
6067,copalli cafe,555 W Bitters Rd,San Antonio,TX,78216,(210) 233-1974,copallicafesa.wix.com/copalli…,$,Coffee & Tea;Sandwiches;Cafes,4.5,,Yes,No,Yes,Yes,Brunch,Private Lot,Casual,Divey,Beer & Wine Only,Yes,Free,No,Yes
6068,los barrios mexican restaurant,4223 Blanco Rd,San Antonio,TX,78212,(210) 732-6017,losbarrios1.com/index.php,$$,Mexican,3.5,Los Angeles Heights,Yes,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
6069,la villita cafe,418 Villita Bldg Ste 900,San Antonio,TX,78205,(210) 223-4700,lavillitacafe.com,$,Cafes,4.0,Downtown,No,No,Yes,Yes,Lunch,,Casual,Casual,Beer & Wine Only,Yes,Free,No,No
6070,blue moon mexican restaurant,3228 S Flores St,San Antonio,TX,78204,(210) 531-0093,,$,Mexican,4.5,,No,No,Yes,Yes,Brunch,,Casual,,No,No,No,Yes,No
6071,pei wei,999 East Basse Road,San Antonio,TX,78209,(210) 507-3600,peiwei.com,$$,Asian Fusion;Chinese;Fast Food,3.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
6072,chacho’s mexican restaurant,7870 Callaghan Rd,San Antonio,TX,78229,(210) 366-2023,chachos.com,$,Tex-Mex,3.5,,No,No,Yes,Yes,Dinner; Late Night,Private Lot,Casual,Divey,Full Bar,Yes,No,No,No
6073,taqueria chapala jalisco,12048 Oconnor Rd,San Antonio,TX,78233,(210) 646-0439,,$,Mexican,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,No,No,Yes,Yes
6074,los roberto’s taco shop,226 Bitters Ste 118,San Antonio,TX,78216,(210) 494-9131,losrobertostacoshop.com,$,Mexican,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,Yes,No
6075,spicy ginger asian cafe,8806 Bandera Rd Ste 101,San Antonio,TX,78250,(210) 521-6420,spicygingersa.com,$,Thai;Chinese,3.5,,No,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,No,No,No,Yes,No
6076,india oven,1031 Patricia Ste 106,San Antonio,TX,78213,(210) 366-1030,indiaoven.biz,$$,Indian,4.0,,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
6077,silo terrace oyster bar,22211 W Ih10 Ste 1210,San Antonio,TX,78257,,,$$,Cocktail Bars;Seafood;Live/Raw Food,4.0,,Yes,No,No,Yes,,,Dressy,,Full Bar,Yes,No,Yes,Yes
6078,rosario’s,9715 San Pedro,San Antonio,TX,78216,(210) 481-4100,rosariossa.com,$$,Mexican,3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Trendy,Full Bar,No,No,Yes,No
6079,cafe bahar,,San Antonio,TX,78230,(210) 558-8289,cafebaharusa.com,$$,Indian;Halal;Pakistani,4.5,,Yes,Yes,Yes,Yes,Brunch,Private Lot,Casual,Divey,No,No,Free,Yes,Yes
6080,tycoon flats,2926 N Saint Marys St,San Antonio,TX,78212,(210) 320-0819,tycoonflats.net,$$,Burgers;American (New);Beer Gardens,4.0,Tobin Hill,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
6081,silo elevated cuisine & bar,434 N 1604 W,San Antonio,TX,78232,(210) 483-8989,siloelevatedcuisine.com,$$$,American (New);Dance Clubs;Lounges,4.0,,Yes,No,Yes,Yes,Dinner,Valet; Private Lot,Dressy,Upscale,Full Bar,No,Free,Yes,Yes
6082,fish city grill,18130 San Pedro Ave Ste 104,San Antonio,TX,78232,(210) 495-6600,fishcitygrill.com,$$,Seafood,4.0,,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,No,No,Yes,No
6083,lily’s philippine bakery and restaurant,8210 Glider Ave,San Antonio,TX,78227,(210) 674-7007,,$,Filipino;Bakeries,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,Yes,Yes
6084,el rodeo mexican restaurant,319 S Ww White Rd,San Antonio,TX,78219,(210) 359-1313,,$,Mexican,4.0,Eastside,No,No,Yes,Yes,Breakfast; Brunch,Private Lot,Casual,Casual,No,No,No,Yes,No
6085,schilo’s delicatessen,424 E Commerce St,San Antonio,TX,78205,(210) 223-6692,schilos.com,$,Delis;German;Breakfast & Brunch,4.0,Downtown,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
6086,institute of chili,9606 Bandera Rd.,San Antonio,TX,78240,(210) 244-0000,instituteofchili.com,$,Street Vendors;Food Trucks;Tex-Mex,4.5,,,,,Yes,,Street; Private Lot,,,,,,,
6087,pesto ristorante,15179 Judson Rd,San Antonio,TX,78247,(210) 546-1331,pestoristorantesa.com,$$,American (New);Italian;Bars,4.5,,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
6088,texas land & cattle,60 N.E. Loop 410,San Antonio,TX,78216,(210) 342-4477,texaslandandcattle.com,$$,Steakhouses;Seafood;American (Traditional),3.0,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,No,No,Yes,Yes
6089,pho sure,741 W Ashby Pl,San Antonio,TX,78212,(210) 733-8473,pho-sure.com,$,Vietnamese;Thai,3.0,Alta Vista,No,No,Yes,Yes,Lunch,Street,Casual,Divey,No,Yes,Free,Yes,
6090,the sandbar,200 E Grayson St,San Antonio,TX,78205,(210) 212-2221,sandbarsa.com,$$$,Seafood,4.0,Tobin Hill,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Trendy,Beer & Wine Only,Yes,Free,Yes,No
6091,thai hut bistro,3111 Tpc Pkwy Ste 120,San Antonio,TX,78259,(210) 314-2267,thethaihut.com,$,Thai,4.0,,Yes,Yes,Yes,Yes,Brunch,,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
6092,chicago’s pizza,5525 Blanco Rd Ste 115,San Antonio,TX,78216,(210) 349-8005,chicagospizza.ordersnapp.com,$,Pizza,3.5,Castle Hills,No,Yes,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Hipster,No,No,No,Yes,Yes
6093,azuca nuevo latino,713 S Alamo St,San Antonio,TX,78205,(210) 225-5550,azuca.net,$$,Latin American;Music Venues;Caribbean,3.5,Southtown; Downtown,Yes,Yes,Yes,Yes,Dinner,Valet; Street; Private Lot,Casual,Trendy,Full Bar,Yes,Free,Yes,Yes
6094,lagniappe today,,San Antonio,TX,,(210) 551-2391,lagniappetoday.com,$,Street Vendors;Cajun/Creole,4.5,,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,No,Yes,Free,No,Yes
6095,brasato gastro pub,2950 Thousand Oaks Dr Ste 5,San Antonio,TX,78247,(210) 289-6104,,$$,American (New);Gastropubs,4.5,,No,No,Yes,Yes,,,Casual,,Full Bar,Yes,Free,Yes,
6096,thai plus sushi,15614 Huebner Rd Ste 118,San Antonio,TX,78248,(210) 764-0127,,$$,Thai,4.0,,No,No,Yes,Yes,Lunch,,Casual,,No,No,No,Yes,No
6097,taqueria el rodeo de jalisco 3,3802 NW Loop 410,San Antonio,TX,78229,(210) 733-6776,,$,Restaurants,4.0,,No,No,Yes,Yes,Breakfast; Brunch,Private Lot,Casual,Divey,No,No,No,Yes,No
6098,el chaparral mexican restaurant,2838 N Loop 1604 E,San Antonio,TX,78232,(210) 490-8302,elchaparral.com,$$,Tex-Mex;Mexican,3.5,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
6099,harvest moon cafe & bakery,2611 Wagon Wheel St,San Antonio,TX,78217,(210) 822-6662,,$,Bakeries;Sandwiches,4.5,,No,Yes,Yes,Yes,Breakfast,Street,Casual,,No,No,Free,No,Yes
6100,losoya’s mexican cafe,13444 West Ave Ste 100,San Antonio,TX,78216,(210) 495-5999,,$,Mexican;Tex-Mex,4.0,,No,No,Yes,Yes,Breakfast,,Casual,,No,No,,Yes,No
6101,cedar mediterranean grill,5890 De Zavala Rd,San Antonio,TX,78249,(210) 558-6200,,$,Mediterranean;Food,4.5,,No,No,Yes,Yes,Brunch,,Casual,,No,Yes,Free,Yes,Yes
6102,taco riendo,5506 San Pedro Ave,San Antonio,TX,78212,(210) 824-2463,,$,Mexican,4.0,Olmos Park Terrace,No,No,Yes,Yes,,,Casual,,No,No,,Yes,
6103,quarry hofbrau,7310 Jones Maltsberger Rd,San Antonio,TX,78209,(210) 290-8066,quarryhofbrau.com,$$,American (Traditional);Steakhouses,3.0,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
6104,tost european bistro,14415 Blanco Rd,San Antonio,TX,78216,(210) 408-2670,thetostbistro.com,$$,Bars;French;Modern European,3.5,,Yes,No,Yes,Yes,Brunch,Private Lot,Casual,Trendy,Full Bar,Yes,No,Yes,No
6105,el rafa’s cafe,1535 W Hildebrand Ave,San Antonio,TX,78201,(210) 733-5476,,$,Restaurants,4.0,Los Angeles Heights,No,No,Yes,Yes,Lunch,,Casual,Divey,No,No,No,Yes,No
6106,jimmy john’s,11224 Huebner Rd,San Antonio,TX,78230,(210) 697-3333,jimmyjohns.com,$,Sandwiches,3.5,,No,Yes,Yes,Yes,,,Casual,,No,Yes,Free,No,Yes
6107,el ceviche de waldito,5526 Evers Rd,San Antonio,TX,78238,(210) 681-8100,,$,Latin American,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,No,No,Yes,Yes
6108,kim wah chinese bbq,7080 Bandera Rd,San Antonio,TX,78238,(210) 520-2200,kimwah.com,$$,Chinese;Barbeque,4.0,,No,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,
6109,henry’s puffy tacos express,3202 Woodlawn,San Antonio,TX,78228,(210) 433-7833,henryspuffytacos.com,$,Mexican,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,,No,
6110,taqueria jalisco 3,9080 Guilbeau Rd,San Antonio,TX,78250,(210) 543-8555,,$,Tex-Mex;Mexican;Breakfast & Brunch,4.0,,No,No,Yes,Yes,Breakfast,,Casual,,No,Yes,No,Yes,No
6111,sip coffee and sandwich bar,160 E Houston St,San Antonio,TX,78205,,,$,Coffee & Tea;Sandwiches;Cafes,3.5,Downtown,No,No,Yes,Yes,Breakfast,Garage; Street,Casual,Casual,No,Yes,Free,No,No
6112,bliss,926 S Presa St,San Antonio,TX,78210,(210) 225-2547,restaurantsan-antonio.com,$$$,American (New),4.5,Southtown; Lavaca; Downtown,Yes,No,No,Yes,Dinner,Private Lot,Dressy,Romantic,Beer & Wine Only,Yes,No,Yes,No
6113,luce ristorante e enoteca,11255 Huebner Rd,San Antonio,TX,78230,(210) 561-9700,lucesanantonio.com,$$,Italian;Venues & Event Spaces;Seafood,4.0,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Classy,Full Bar,Yes,Free,Yes,Yes
6114,jim’s restaurants 36,11006 W Interstate 10,San Antonio,TX,78230,(210) 691-0665,jimsrestaurants.com,$,American (Traditional);Diners,3.5,,No,No,Yes,Yes,Breakfast; Brunch,Private Lot,Casual,Casual,No,No,Free,Yes,No
6115,beto’s comida latina,8142 Broadway,San Antonio,TX,78209,(210) 930-9393,betosinfo.com,$$,Latin American;Tex-Mex;Mexican,4.0,Oak Park/Northwood,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
6116,luciano neighborhood pizzeria- stone oak,18866 Stone Oak Parkway Space 108,San Antonio,TX,78258,(210) 545-1300,lucianorestaurants.com,$$,Pizza;Italian;Bars,4.0,Stone Oak,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
6117,mediterranean turkish grill,8507 McCullough Ave Ste B-13,San Antonio,TX,78216,(210) 399-1645,kmturkishgrill.com,$$,Mediterranean;Turkish,4.0,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,No,No,No,Yes,Yes
6118,sofrito food truck,,San Antonio,TX,78245,(210) 885-3179,sofritosa.com,$,Food Trucks;Caribbean;Latin American,5.0,,No,No,Yes,Yes,,,Casual,,No,Yes,,No,Yes
6119,kirby’s steakhouse,123 N Loop 1604 E,San Antonio,TX,78232,(210) 404-2221,kirbyssteakhouse.com,$$$,Steakhouses,4.0,Stone Oak,Yes,No,Yes,Yes,Dinner,Valet,Dressy,Upscale,Full Bar,No,Free,Yes,No
6120,b & b tamales and food to go,866 W Mayfield Blvd,San Antonio,TX,78211,(210) 921-0847,,,Mexican,5.0,,No,No,Yes,,,,,,,No,,,
6121,mama margie’s mexican restaurant,7335 S Zarzamora St,San Antonio,TX,78224,(210) 923-1600,mamamargies.com,$,Tex-Mex;Mexican;Fast Food,4.0,,No,No,Yes,Yes,Late Night,Private Lot,Casual,Casual,Full Bar,Yes,Free,No,Yes
6122,pollos asados los norteños,4642 Rigsby Ave,San Antonio,TX,78222,(210) 648-3303,,$,Mexican,4.5,Eastside,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,No,No,Yes,Yes
6123,kiku garden,4527 Goldfield,San Antonio,TX,78218,(210) 662-6699,,$$,Japanese;Korean;Sushi Bars,3.5,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
6124,little nicks,2815 N Loop 1604 E Ste 119,San Antonio,TX,78259,(210) 499-5000,littlenicksnypizza.com,$,Pizza;Italian;Sandwiches,4.0,,No,Yes,Yes,Yes,Dinner,Private Lot,Casual,Casual,No,No,No,Yes,Yes
6125,the county line,10101 IH-10 West,San Antonio,TX,78230,(210) 641-1998,countyline.com,$$,Barbeque,3.5,,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
6126,cookhouse,720 E Mistletoe Ave,San Antonio,TX,78212,(210) 320-8211,cookhouserestaurant.com,$$,Cajun/Creole,4.5,Tobin Hill,Yes,No,Yes,Yes,Lunch,Street,Casual,Intimate,Beer & Wine Only,No,No,Yes,Yes
6127,pho nguyen,18410 US Hwy 281 N Ste 115,San Antonio,TX,78259,(210) 402-1553,,$$,Vietnamese,4.0,,No,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,No,No,No,Yes,No
6128,saeb thai & noodles,226 W Bitters Rd Ste 124,San Antonio,TX,78216,(210) 545-3354,,$$,Thai;Vegetarian,4.5,,No,No,Yes,Yes,Lunch,,Casual,Casual,No,No,No,Yes,No
6129,dignowity meats on houston street,1701 E Houston St,San Antonio,TX,78202,(210) 462-1496,dignowitymeats.com,$,Sandwiches,4.5,Eastside,No,No,Yes,Yes,Brunch,Street; Private Lot,Casual,Divey,No,Yes,Free,No,Yes
6130,azro,2211 NW Military Hwy Ste 131,San Antonio,TX,78213,(210) 342-0011,azroafghancuisine.com,$$,Afghan,4.5,,Yes,No,Yes,Yes,Brunch; Lunch; Dinner; Dessert,Street; Private Lot,Casual,Romantic,No,Yes,Free,Yes,Yes
6131,tommy’s restaurant,1205 Nogalitos,San Antonio,TX,78204,(210) 223-9841,,$,Mexican,4.0,Southtown; Downtown,No,No,Yes,Yes,Brunch,,Casual,Divey,No,No,No,Yes,No
6132,magnolia pancake haus,10333 Huebner Rd,San Antonio,TX,78240,(210) 496-0828,magnoliapancakehaus.com,$$,Breakfast & Brunch;Salad;Burgers,4.0,,No,No,Yes,Yes,Breakfast,Private Lot,Casual,Casual,No,No,Free,Yes,Yes
6133,donnies chicago style italian beef & hot dogs,4939 NW Loop 410,San Antonio,TX,78229,(210) 562-3661,,$,Cheesesteaks;Hot Dogs;Sandwiches,3.5,,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
6134,main street pizza & pasta,1906 N Main Ave,San Antonio,TX,78212,(210) 732-8861,mainstreetsa.com,$,Pizza;Salad;Italian,4.0,Tobin Hill,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,Yes,No,No,No
6135,paesano’s,555 E Basse Rd,San Antonio,TX,78209,(210) 828-5191,prg-sa.com,$$,Italian,3.5,,Yes,No,Yes,Yes,Dinner,Private Lot,Dressy,Romantic,Full Bar,No,Free,Yes,Yes
6136,whiskey cake,15900 La Cantera Pkwy Suite 21200,San Antonio,TX,78256,(210) 236-8095,whiskeycakesa.com,$$,American (New);Breakfast & Brunch,4.0,,Yes,No,Yes,Yes,Brunch,Private Lot,Casual,Hipster,Full Bar,No,Free,Yes,No
6137,saltgrass steak house,16910 US 281 N,San Antonio,TX,78221,(210) 402-6621,saltgrass.com,$$,Steakhouses;Gluten-Free,3.5,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,No,Free,Yes,Yes
6138,ed’s smok-n-q,902 S Ww White Rd,San Antonio,TX,78220,(210) 359-1511,edssmoknq.com,$,Barbeque,4.5,Eastside,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,Yes
6139,54th street bar & grill,7735 NW Loop 410,San Antonio,TX,78245,(210) 681-5454,54thstreetgrill.com,$$,Bars;American (New),3.0,,No,No,Yes,Yes,Brunch; Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,No
6140,sugar’s,2731 NW Lp 410,San Antonio,TX,78230,(210) 340-1288,sugarsperfect.com/ssa,$$,Restaurants,3.0,,Yes,No,No,Yes,,Valet,Casual,,Full Bar,No,No,Yes,
6141,tropic express,10167 Culebra Rd,San Antonio,TX,78251,(210) 522-0608,,$,American (New),4.0,,No,No,Yes,Yes,Dessert,,Casual,,No,Yes,No,No,No
6142,tommy’s restaurant,6702 San Pedro Ave,San Antonio,TX,78216,(210) 822-6702,mytommys.com,$,Mexican,3.5,,No,No,Yes,Yes,Brunch,Private Lot,Casual,Casual,No,No,No,Yes,No
6143,big bob’s burgers,100 N Santa Rosa Ste 14,San Antonio,TX,78207,(210) 227-2627,bigbobsburgers.com,$,Burgers,4.0,Downtown,No,No,Yes,Yes,Lunch,Garage,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,No
6144,outlaw barbq,200 E Grayson St,San Antonio,TX,78205,(210) 857-7504,,$$,Barbeque,4.0,Tobin Hill,No,No,Yes,Yes,,,Casual,,,Yes,No,No,Yes
6145,big’z burger joint,10106 State Hwy 151,San Antonio,TX,78251,(210) 543-2029,bigz-burgerjoint.com,$$,Burgers,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,No
6146,danny boy’s hamburgers,1537 W Summit Ave,San Antonio,TX,78201,(210) 736-1665,,$,Burgers,5.0,Los Angeles Heights,No,No,Yes,No,,,Casual,,No,Yes,No,No,
6147,54th street grill & bar,22902 US Hwy 281 N,San Antonio,TX,78258,(210) 499-5454,54thstreetgrill.com,$$,American (New),4.0,,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
6148,landry’s seafood,517 N. Presa,San Antonio,TX,78205,(210) 229-1010,landrysseafood.com,$$,Seafood,3.0,Downtown,Yes,No,Yes,Yes,Lunch; Dinner,Street,Casual,Touristy,Full Bar,Yes,No,Yes,Yes
6149,vietnam gardens,5433 Blanco Rd,San Antonio,TX,78216,(210) 377-1989,vietnamgardens.com,$,Vietnamese,4.0,,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,Yes,Yes
6150,chester’s hamburger,9980 W IH-10,San Antonio,TX,78230,(210) 699-1222,,$,Burgers,4.0,Medical Center,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,No,No
6151,rusty bucket bbq,600 Cupples Rd,San Antonio,TX,78207,(210) 433-6663,,$,Barbeque,3.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,No
6152,ma harper’s creole kitchen,1816 N New Braunfels Ave,San Antonio,TX,78208,(210) 226-2200,,$,Cajun/Creole,4.5,Government Hill,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,Yes,
6153,the egg & i,830 NW Loop 410,San Antonio,TX,78216,(210) 366-9000,theeggandirestaurants.com,$$,Breakfast & Brunch,4.0,,No,No,Yes,Yes,Breakfast,Private Lot,Casual,Casual,No,Yes,No,Yes,No
6154,crepelandia,306 Pearl Pkwy Ste 106,San Antonio,TX,78215,(210) 569-4453,crepelandia.com,$,American (New);Creperies,4.5,Tobin Hill,No,No,Yes,Yes,Brunch,Garage; Street,Casual,Casual,No,Yes,Free,No,No
6155,wheelie gourmet,609 S Alamo,San Antonio,TX,78210,(210) 370-7692,,$,Moroccan;Food Trucks,4.5,Southtown; Downtown,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Hipster,,Yes,Free,No,Yes
6156,chick-fil-a,2310 SW Military Dr Ste 108,San Antonio,TX,78224,(210) 927-1680,chick-fil-a.com,$,Fast Food,4.5,,Yes,Yes,Yes,Yes,Breakfast,,Casual,,No,Yes,Free,No,Yes
6157,rios barbacoa,8601 Huebner Rd,San Antonio,TX,78240,(210) 558-4818,,$$,Barbeque,5.0,,No,No,Yes,Yes,Breakfast,,Casual,Casual,No,No,No,No,No
6158,henry’s puffy tacos,6030 Bandera Rd,San Antonio,TX,78238,(210) 432-7341,henryspuffytacos.com,$$,Mexican;Tex-Mex,3.5,,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,No,No,Yes,Yes
6159,la gloria,Airport Terminal,San Antonio,TX,78216,,,$$,Mexican,3.0,,No,No,Yes,Yes,Breakfast,Garage,Casual,Casual,Full Bar,No,Free,Yes,No
6160,zaytune mediterranean grill,9955 IH-10,San Antonio,TX,78230,(210) 468-2700,zaytunegrillsa.com,$$,Mediterranean;Persian/Iranian,4.0,,Yes,No,Yes,Yes,Brunch,Private Lot,Casual,Casual,No,No,No,Yes,Yes
6161,biryani pot,9386 Huebner Rd Ste 109,San Antonio,TX,78240,(210) 561-8874,biryanipotusa.com,$$,Indian;Halal,4.0,,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,Yes,Yes
6162,yum thai 2,21038 Us Hwy 281 N Ste 103,San Antonio,TX,78259,(210) 490-8868,yumthaisa.com,$$,Vietnamese;Thai,3.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
6163,pasha mediterranean grill,1207 N Loop 1604 W Ste 122,San Antonio,TX,78258,(210) 764-1104,gopasha.com,$$,Mediterranean,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,Yes,Yes
6164,asia kitchen,1739 SW Loop 410,San Antonio,TX,78227,(210) 673-0662,asia-kitchen.com,$,Chinese;Thai;Gluten-Free,4.0,,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
